,Full Name,PAN,APP,ALLO,NOT_DIST,NEAR,DIST,TOTAL,MAX_DIST_NS,MAX_DIST_DIST,P1,P2,P3,P4,Year,URN,PTRWM_EXP,PTRWM_HIGH,READPROG,WRITPROG,MATPROG,READ_AVERAGE,GPS_AVERAGE,MAT_AVERAGE,Latitude,Longitude,Easting,Northing,within_500m,within_1km,within_2km,within_3km,within_5km,Grade,P1/plc,PAN_bin
745,Harpenden Academy *,60,122,29,0.0,0.0,0.0,29.0,0.0,0.0,23.0,17.0,32.0,50.0,2020,143648,0.79,0.24,6,3.3,2,109,108,106,51.815976,-0.352883,513635,214321,1,4,9,10,13,2.0,0.38333333333333336,60
746,High Beeches Primary School,60,255,60,40.0,7.0,13.0,60.0,1266.83,884.51,69.0,102.0,46.0,38.0,2020,117342,0.9,0.3,3.1,1.2,3.8,110,113,111,51.813455,-0.336668,514759,214066,1,2,7,10,15,1.0,1.15,60
747,Lea Primary School (The),30,80,30,18.0,8.0,4.0,30.0,567.21,1665.05,34.0,17.0,17.0,12.0,2020,117327,0.96,0.26,3.7,3.2,4.3,109,110,110,51.830017,-0.353957,513526,215881,0,1,7,10,13,2.0,1.1333333333333333,30
748,Manland Primary School,30,157,26,10.0,5.0,11.0,26.0,511.45,6118.28,21.0,33.0,61.0,42.0,2020,117103,0.86,0.25,2.1,1,0.6,110,109,109,51.823585,-0.347904,513959,215175,0,3,9,10,14,2.0,0.7,30
749,Roundwood Primary School,45,174,45,16.0,15.0,14.0,45.0,1547.56,12382.84,39.0,70.0,38.0,27.0,2020,117211,0.84,0.2,0.5,-2.7,0.2,109,108,109,51.819799,-0.371736,512326,214717,0,0,6,10,12,1.0,0.8666666666666667,31-59
750,Sauncey Wood Primary School,30,50,23,13.0,4.0,6.0,23.0,478.14,9554.56,22.0,7.0,6.0,15.0,2020,117102,0.6,0.13,0.7,-1.7,1.1,106,106,106,51.827522,-0.336977,514702,215630,0,1,6,9,13,2.0,0.7333333333333333,30
751,St Dominic Catholic Primary School **,30,65,30,0.0,0.0,0.0,30.0,0.0,0.0,31.0,11.0,10.0,13.0,2020,117478,0.93,0.35,4.2,0.4,1.6,112,109,109,51.811365,-0.351136,513767,213811,0,4,7,10,14,1.0,1.0333333333333334,30
752,St Nicholas C of E VA Primary (Harpenden) **,22,105,22,0.0,0.0,0.0,22.0,0.0,0.0,20.0,30.0,35.0,20.0,2020,117434,0.91,0.14,3.3,0.5,2.4,110,113,110,51.816388,-0.358038,513279,214359,1,2,10,10,13,2.0,0.9090909090909091,<30
753,Wood End School,60,141,60,31.0,21.0,8.0,60.0,1630.73,2855.03,66.0,35.0,26.0,14.0,2020,117358,0.94,0.4,4,3,2.3,112,112,110,51.82664,-0.381386,511644,215463,0,0,3,6,12,1.0,1.1,60
754,Birchwood Avenue Primary School,30,119,30,15.0,15.0,0.0,30.0,514.4,0.0,35.0,27.0,26.0,31.0,2020,132105,0.65,0.03,1.4,-0.5,2.2,105,105,106,51.769394,-0.227125,522429,209344,0,2,7,10,22,2.0,1.1666666666666667,30
755,Countess Anne School - A Church of England Academy **,30,114,30,0.0,0.0,0.0,30.0,0.0,0.0,37.0,31.0,24.0,22.0,2020,140238,0.71,0.1,-0.1,1.6,0.9,104,108,106,51.765124,-0.218472,523038,208884,0,4,8,9,22,1.0,1.2333333333333334,30
756,De Havilland Primary School,60,119,59,30.0,24.0,5.0,59.0,961.56,1660.82,52.0,12.0,31.0,24.0,2020,134716,0.39,0.04,-2.2,-0.3,-4.7,100,102,99,51.748799,-0.227793,522439,207053,0,1,5,10,12,4.0,0.8666666666666667,60
757,Green Lanes Primary School,60,208,60,27.0,16.0,17.0,60.0,1043.81,1039.04,64.0,71.0,40.0,33.0,2020,117105,0.78,0.16,0.6,0.6,1,107,108,107,51.775265,-0.23365,521963,209986,0,1,6,12,23,2.0,1.0666666666666667,60
758,Hatfield Community Free School *,60,192,60,0.0,0.0,0.0,60.0,0.0,0.0,74.0,60.0,36.0,22.0,2020,138201,0.64,0.07,-3.7,-3.5,-3.4,104,106,104,51.76019,-0.229404,522297,208317,1,3,8,9,20,1.0,1.2333333333333334,60
759,Howe Dell Primary School,60,198,60,26.0,27.0,7.0,60.0,1290.12,1241.82,72.0,56.0,47.0,23.0,2020,117220,0.51,0.02,4.6,-1.5,1.8,105,105,104,51.767303,-0.246627,521089,209079,0,0,6,8,24,1.0,1.2,60
760,Oak View Primary & Nursery School,60,112,55,26.0,1.0,16.0,55.0,319.95,5475.54,33.0,29.0,24.0,26.0,2020,135223,0.57,0.07,-1,-3.3,-2.7,104,106,102,51.756333,-0.223855,522690,207897,1,3,7,9,19,2.0,0.55,60
761,Ryde School (The),30,123,30,9.0,8.0,13.0,30.0,1062.37,2846.68,21.0,39.0,39.0,24.0,2020,117313,0.79,0.21,2.2,-0.3,0.8,108,108,107,51.771875,-0.212867,523406,209644,0,1,7,14,25,2.0,0.7,30
762,St Philip Howard Catholic Primary School **,60,101,54,0.0,0.0,0.0,54.0,0.0,0.0,49.0,19.0,15.0,18.0,2020,117469,0.62,0,0.9,-3.4,0.6,105,107,105,51.758164,-0.225435,522576,208098,2,3,8,9,20,2.0,0.8166666666666667,60
763,Aycliffe Drive Primary School,45,127,45,27.0,15.0,3.0,45.0,779.96,491.17,54.0,31.0,27.0,15.0,2020,117335,0.81,0.19,2.5,4.4,5.4,105,108,109,51.771626,-0.458236,506478,209230,1,4,9,18,31,2.0,1.2,31-59
764,Belswains Primary School,30,176,60,13.0,40.0,7.0,60.0,1009.89,655.04,47.0,52.0,52.0,25.0,2020,117365,0.82,0.07,0.3,-0.3,3.3,106,106,110,51.738384,-0.453467,506885,205540,1,5,9,18,33,2.0,1.5666666666666667,30
765,Boxmoor Primary School,30,210,30,14.0,16.0,0.0,30.0,389.72,0.0,51.0,78.0,56.0,25.0,2020,117107,0.67,0.2,2,2.2,0,106,105,105,51.74908,-0.486985,504546,206681,0,2,9,19,32,2.0,1.7,30
766,Broadfield Academy,60,96,60,22.0,12.0,10.0,60.0,666.32,2729.63,36.0,22.0,20.0,18.0,2020,144909,0.55,0.05,-4.1,-3.9,-4.7,101,104,102,51.753814,-0.458909,506473,207248,0,4,17,25,29,3.0,0.6,60
767,Brockswood Primary School,30,135,30,12.0,18.0,0.0,30.0,541.92,0.0,45.0,52.0,25.0,13.0,2020,117349,0.83,0.17,2.2,-0.2,3.8,107,110,109,51.78046,-0.43601,507990,210245,0,1,4,7,26,1.0,1.5,30
768,Chambersbury Primary School,30,128,30,6.0,3.0,21.0,30.0,321.14,2064.43,13.0,36.0,44.0,35.0,2020,117214,0.4,0,-0.5,-3,-0.1,102,102,103,51.73838,-0.446341,507377,205550,1,4,10,15,32,2.0,0.43333333333333335,30
769,Chaulden Infants' and Nursery School,50,63,37,8.0,10.0,12.0,37.0,461.86,5546.78,20.0,20.0,13.0,10.0,2020,139550,0.47,0.11,-0.8,-4.6,-3.2,105,105,103,51.751254,-0.50082,503586,206903,1,3,7,12,31,3.0,0.4,31-59
770,Gade Valley Primary School,30,109,30,14.0,4.0,12.0,30.0,389.29,1387.96,27.0,28.0,37.0,17.0,2020,117249,0.8,0.13,2.3,-0.9,0.4,107,105,106,51.758104,-0.482467,504837,207691,1,5,11,21,30,2.0,0.9,30
771,Galley Hill Primary School,60,105,59,26.0,15.0,18.0,59.0,862.07,3715.92,49.0,30.0,16.0,10.0,2020,135224,0.53,0.13,0.4,2.7,-1.9,104,100,102,51.763785,-0.489986,504305,208312,0,3,8,16,31,2.0,0.8166666666666667,60
772,George Street Primary School,30,102,30,15.0,15.0,0.0,30.0,561.04,0.0,33.0,19.0,22.0,28.0,2020,117106,0.47,0,-2,-1.6,-0.1,101,102,104,51.75952,-0.468328,505810,207869,0,3,15,25,30,2.0,1.1,30
773,Hammond Academy,60,160,60,19.0,3.0,34.0,60.0,296.35,2907.45,35.0,54.0,37.0,34.0,2020,137238,0.54,0.09,-3.1,-1.2,-1.2,102,103,104,51.769125,-0.455408,506679,208956,1,4,9,20,30,3.0,0.5833333333333334,60
774,Hobbs Hill Wood Primary School,60,208,60,28.0,27.0,5.0,60.0,643.28,443.5,75.0,60.0,43.0,30.0,2020,117368,0.57,0.07,-1.5,0.7,1,102,107,106,51.743945,-0.444332,507503,206172,2,5,10,16,31,2.0,1.25,60
775,Hobletts Manor Infants' & Nursery School,60,151,60,22.0,24.0,14.0,60.0,997.87,1064.29,65.0,41.0,29.0,16.0,2020,117097,0.69,0.08,-0.2,0,1,104,106,106,51.758532,-0.44996,507080,207786,0,3,13,23,28,2.0,1.0833333333333333,60
776,Holtsmere End Infant and Nursery School,60,129,60,28.0,32.0,0.0,60.0,547.23,0.0,70.0,35.0,10.0,14.0,2020,117336,0.54,0.07,-0.9,0.8,-1.4,104,105,104,51.777208,-0.441782,507600,209875,0,2,6,9,28,2.0,1.1666666666666667,60
777,Jupiter Community Free School *,60,163,60,0.0,0.0,0.0,60.0,0.0,0.0,64.0,49.0,30.0,20.0,2020,140955,,,,,,,,,51.764472,-0.455147,506708,208439,1,4,9,23,29,2.0,1.0666666666666667,60
778,Leverstock Green Church of England Primary School,30,107,30,9.0,21.0,0.0,30.0,571.74,0.0,41.0,34.0,17.0,15.0,2020,117416,0.53,0,-0.3,-3.5,1.7,104,107,106,51.749673,-0.430793,508424,206829,0,0,7,14,31,2.0,1.3666666666666667,30
779,Lime Walk Primary School,30,96,30,11.0,1.0,18.0,30.0,280.12,1722.61,15.0,28.0,32.0,21.0,2020,117333,0.55,0,-3.5,-6.1,-2.3,102,104,103,51.745779,-0.455097,506755,206360,1,6,13,21,30,2.0,0.5,30
780,Maple Grove Primary School,30,102,30,18.0,12.0,0.0,30.0,539.96,0.0,37.0,19.0,28.0,18.0,2020,135221,0.73,0.2,1.5,1.3,-0.5,106,109,104,51.774243,-0.449328,507086,209534,0,3,7,12,31,2.0,1.2333333333333334,30
781,Micklem Primary School,30,50,25,10.0,9.0,4.0,25.0,673.17,1576.01,22.0,9.0,9.0,10.0,2020,117231,0.86,0.14,0.1,3.1,2.1,105,106,108,51.757469,-0.492558,504142,207606,0,4,8,17,31,2.0,0.7333333333333333,30
782,Nash Mills C of E Primary School **,30,111,30,0.0,0.0,0.0,30.0,0.0,0.0,45.0,25.0,25.0,16.0,2020,117418,0.57,0.03,4.3,-4.7,2.9,109,109,108,51.731642,-0.454262,506846,204789,0,2,9,13,32,2.0,1.5,30
783,Pixies Hill Primary School,30,147,30,17.0,13.0,0.0,30.0,863.49,0.0,46.0,58.0,25.0,18.0,2020,117256,0.67,0.17,-1.2,0,-0.5,105,108,106,51.74913,-0.502093,503503,206665,1,1,7,11,30,2.0,1.5333333333333334,30
784,Reddings Primary & Nursery School (The),30,68,30,13.0,6.0,5.0,30.0,248.24,1535.39,19.0,11.0,18.0,20.0,2020,117234,0.55,0.07,1.5,0.4,-0.2,103,107,103,51.745122,-0.450282,507089,206294,3,6,10,20,30,2.0,0.6333333333333333,30
785,South Hill Primary School,60,183,60,24.0,27.0,9.0,60.0,524.57,775.34,62.0,37.0,49.0,35.0,2020,117110,0.67,0.17,-1,-0.3,-1.4,105,109,105,51.750121,-0.478447,505133,206809,0,2,12,23,31,2.0,1.0333333333333334,60
786,St Albert the Great Catholic Primary School **,30,76,30,0.0,0.0,0.0,30.0,0.0,0.0,32.0,25.0,9.0,10.0,2020,117471,0.73,0.1,-0.6,-1.5,-1.3,104,105,105,51.747359,-0.447409,507282,206547,2,3,12,21,30,2.0,1.0666666666666667,30
787,Tudor Primary School,60,191,60,29.0,31.0,0.0,60.0,688.44,0.0,81.0,49.0,43.0,18.0,2020,117109,0.61,0.14,0.5,0.4,0.5,104,108,104,51.747106,-0.463686,506159,206495,0,3,16,24,29,2.0,1.35,60
788,Two Waters Primary School,30,145,30,16.0,14.0,0.0,30.0,257.73,0.0,50.0,34.0,25.0,36.0,2020,117108,0.83,0.28,1.9,1.1,0.1,109,108,108,51.733002,-0.473208,505534,204913,0,0,6,16,31,1.0,1.6666666666666667,30
789,Yewtree Primary School,60,86,46,16.0,8.0,7.0,46.0,480.02,736.57,30.0,15.0,21.0,20.0,2020,135222,0.25,0.02,-3.3,-4.3,-4.2,98,100,98,51.764811,-0.459563,506402,208470,1,5,11,22,30,3.0,0.5,60
790,Abel Smith School,30,187,30,15.0,15.0,0.0,30.0,531.0,0.0,38.0,60.0,53.0,36.0,2020,117111,0.63,0.17,0.6,-1.6,0.6,107,110,107,51.795147,-0.073426,532958,212477,1,3,7,10,21,1.0,1.2666666666666666,30
791,Bengeo Primary School,60,134,60,30.0,30.0,0.0,60.0,676.93,0.0,59.0,25.0,27.0,23.0,2020,117361,0.73,0.11,0.4,1.7,0.2,105,107,105,51.808245,-0.083065,532255,213916,0,0,6,9,19,2.0,0.9833333333333333,60
792,Hertford St Andrews C of E Primary School,30,31,27,7.0,7.0,4.0,27.0,331.85,5383.62,14.0,9.0,5.0,3.0,2020,117397,0.71,0.12,0.7,1,2.8,106,108,109,51.802201,-0.104599,530788,213205,0,2,4,8,16,2.0,0.4666666666666667,30
793,Hollybush Primary School,30,67,30,15.0,9.0,6.0,30.0,424.06,787.06,31.0,14.0,14.0,8.0,2020,117263,0.63,0.13,-0.4,-2.3,-0.3,105,107,106,51.797628,-0.098221,531241,212708,1,3,7,9,17,2.0,1.0333333333333334,30
794,Mill Mead School,30,137,30,12.0,18.0,0.0,30.0,472.23,0.0,37.0,42.0,34.0,24.0,2020,117297,0.8,0.17,1.5,1.8,3,106,109,108,51.799011,-0.084226,532202,212887,0,3,8,8,19,2.0,1.2333333333333334,30
795,Morgans Primary School,60,147,51,27.0,4.0,17.0,51.0,741.9,573073.72,37.0,21.0,46.0,43.0,2020,117363,0.59,0.08,-1.9,-1.8,-1.7,104,104,105,51.787974,-0.079619,532552,211668,0,2,5,9,18,2.0,0.6166666666666667,60
796,Simon Balle School *,60,306,60,0.0,0.0,0.0,60.0,0.0,0.0,93.0,137.0,41.0,35.0,2020,140294,,,,,,,,,51.792657,-0.070733,533151,212205,1,2,7,9,21,1.0,1.55,60
797,St Joseph's Catholic Primary (Hertford) **,30,51,30,0.0,0.0,0.0,30.0,0.0,0.0,28.0,10.0,8.0,5.0,2020,117436,0.77,0.27,1.9,1.6,1.6,108,107,108,51.800793,-0.093723,531542,213068,1,3,7,9,18,2.0,0.9333333333333333,30
798,Wheatcroft Primary School,45,94,45,18.0,27.0,0.0,45.0,512.77,0.0,44.0,11.0,26.0,13.0,2020,117328,0.7,0.11,-0.8,-1.6,-1.2,106,107,106,51.799874,-0.055357,534190,213036,0,0,6,13,24,2.0,0.9777777777777777,31-59
799,_Hertford Heath Primary and Nursery School,30,69,30,17.0,13.0,0.0,30.0,526.6,0.0,31.0,12.0,12.0,14.0,2020,117125,0.71,0.13,3.5,1.1,-0.9,107,107,103,51.785481,-0.044043,535013,211456,0,0,1,9,25,2.0,1.0333333333333334,30
800,Hertingfordbury Cowper C of E VA Primary School **,30,70,30,0.0,0.0,0.0,30.0,0.0,0.0,40.0,11.0,12.0,7.0,2020,117563,0.87,0.1,1,0.8,-0.5,109,109,108,51.78689,-0.126135,529347,211464,0,0,0,3,18,2.0,1.3333333333333333,30
801,Hexton JMI School,10,16,7,7.0,0.0,0.0,7.0,0.0,0.0,7.0,2.0,5.0,2.0,2020,117112,0.33,0,SUPP,-6.8,SUPP,105,109,103,51.960789,-0.393297,510494,230364,0,0,0,0,2,2.0,0.7,<30
802,Highover JMI & Nursery School,60,157,60,26.0,29.0,5.0,60.0,873.34,478.72,64.0,36.0,30.0,27.0,2020,117115,0.76,0.17,-1.4,0.8,-0.6,105,106,106,51.958218,-0.254397,520044,230298,0,1,8,15,22,2.0,1.0666666666666667,60
803,Mary Exton Primary School,30,76,23,8.0,4.0,4.0,23.0,290.51,12350.02,14.0,13.0,19.0,30.0,2020,117329,0.7,0.03,-2.1,-0.1,-0.3,104,106,106,51.946326,-0.251155,520299,228981,0,2,7,14,20,3.0,0.4666666666666667,30
804,Oughton Primary and Nursery School,30,53,30,9.0,15.0,4.0,30.0,646.21,17616.02,23.0,6.0,15.0,9.0,2020,133323,0.7,0.14,-1.1,0,-1.3,104,106,104,51.956142,-0.291269,517516,230007,0,2,4,9,17,2.0,0.7666666666666667,30
805,Our Lady Catholic Primary (Hitchin) **,30,33,11,0.0,0.0,0.0,11.0,0.0,0.0,6.0,10.0,8.0,9.0,2020,138322,0.58,0.12,-2.6,-4.4,-3.8,105,105,104,51.964147,-0.277864,518416,230919,0,1,6,11,19,3.0,0.2,30
806,Purwell Primary School,30,75,27,13.0,6.0,5.0,27.0,462.87,43614.86,17.0,18.0,19.0,21.0,2020,117224,0.82,0.07,0,-1.5,-1.3,108,107,106,51.953951,-0.246792,520578,229836,0,2,7,14,21,2.0,0.5666666666666667,30
807,Samuel Lucas JMI School,60,213,60,22.0,25.0,13.0,60.0,811.61,959.68,55.0,69.0,47.0,42.0,2020,117337,0.71,0.19,-1.5,-0.1,-0.6,106,109,108,51.950614,-0.287041,517821,229399,0,2,6,11,18,1.0,0.9166666666666666,60
808,St Andrew's C of E VA Primary School & Nursery (Hitchin) **,30,177,30,0.0,0.0,0.0,30.0,0.0,0.0,61.0,60.0,33.0,23.0,2020,117467,0.93,0.28,4.3,1.7,1.5,111,111,109,51.950545,-0.264668,519359,229428,0,2,9,13,18,1.0,2.033333333333333,30
809,William Ransom Primary School (The),60,240,60,37.0,20.0,3.0,60.0,939.26,408.57,65.0,79.0,50.0,46.0,2020,117314,0.79,0.13,2.4,1.7,0.3,107,110,106,51.947714,-0.258667,519779,229123,0,3,8,13,19,1.0,1.0833333333333333,60
810,Cranbourne Primary (Hoddesdon) (The) *,60,215,60,0.0,0.0,0.0,60.0,0.0,0.0,58.0,71.0,51.0,35.0,2020,143410,0.64,0.08,-0.8,-0.5,-0.2,104,104,105,51.776495,-0.006423,537635,210527,1,2,6,10,19,2.0,0.9666666666666667,60
811,Forres Primary School,60,123,60,29.0,18.0,12.0,60.0,988.79,18503.07,53.0,31.0,20.0,19.0,2020,117284,0.5,0.04,-2.1,-0.1,-1,101,104,102,51.772696,-0.005634,537701,210106,1,2,5,9,16,3.0,0.8833333333333333,60
812,Roselands Primary School *,45,158,45,0.0,0.0,0.0,45.0,0.0,0.0,39.0,46.0,40.0,33.0,2020,143409,0.6,0.16,-0.3,1,-1.5,104,103,104,51.773723,-0.019533,536739,210194,0,3,5,10,21,2.0,0.8666666666666667,31-59
813,Sheredes Primary School & Nursery,60,283,60,34.0,24.0,2.0,60.0,1963.26,713.91,92.0,78.0,71.0,42.0,2020,117353,0.92,0.35,1.7,2.4,3,110,114,111,51.752431,-0.021797,536647,207822,0,1,6,9,18,1.0,1.5333333333333334,60
814,St Augustine's Catholic Primary School **,30,76,30,0.0,0.0,0.0,30.0,0.0,0.0,36.0,22.0,13.0,5.0,2020,117438,0.86,0.1,-0.9,-1.2,-0.1,106,109,107,51.7572,-0.009229,537500,208376,1,2,7,9,14,2.0,1.2,30
815,St Catherine's Hoddesdon VC CE Primary School,60,114,60,20.0,15.0,20.0,60.0,474.54,9353.18,47.0,23.0,19.0,25.0,2020,133773,0.68,0.15,-1.9,0.3,-1.3,103,105,104,51.762445,-0.009361,537475,208959,0,3,7,9,13,2.0,0.7833333333333333,60
816,St Cross Catholic Primary School **,30,93,30,0.0,0.0,0.0,30.0,0.0,0.0,28.0,33.0,15.0,17.0,2020,117483,0.84,0.1,-1.1,0.5,-0.4,106,110,107,51.753923,-0.013256,537232,208004,1,3,6,9,14,2.0,0.9333333333333333,30
817,Westfield Community Primary School,30,63,30,22.0,6.0,2.0,30.0,388.35,1032.27,28.0,14.0,12.0,9.0,2020,117270,0.59,0.07,-3.1,1,-2.6,101,104,102,51.765087,-0.018302,536850,209236,0,2,7,9,17,2.0,0.9333333333333333,30
818,Hunsdon JMI School,15,38,15,9.0,6.0,0.0,15.0,537.51,0.0,21.0,7.0,7.0,3.0,2020,117117,0.93,0,3.4,3.5,0.1,107,108,105,51.808469,0.055738,541823,214202,0,0,1,2,6,1.0,1.4,<30
819,Ickleford Primary School,30,103,30,11.0,8.0,11.0,30.0,2268.29,2974.71,25.0,30.0,30.0,18.0,2020,117401,0.74,0.23,-0.6,1.3,-0.3,107,110,107,51.972498,-0.277678,518407,231848,0,1,1,9,19,2.0,0.8333333333333334,30
820,Kimpton Primary School,30,30,18,11.0,6.0,1.0,18.0,476.43,9028.58,18.0,8.0,4.0,0.0,2020,117118,0.59,0.09,-1.7,-0.1,-2,104,104,105,51.850866,-0.296281,517446,218291,0,0,0,1,9,3.0,0.6,30
821,Chipperfield St Paul's VA C of E Primary School **,30,83,30,0.0,0.0,0.0,30.0,0.0,0.0,28.0,30.0,15.0,10.0,2020,117441,0.72,0.17,-1,-0.4,-1.8,106,107,105,51.703371,-0.492527,504268,201590,0,0,0,2,9,2.0,0.9333333333333333,30
822,Kings Langley Primary School,60,169,60,27.0,29.0,4.0,60.0,1255.07,1619.39,59.0,36.0,41.0,33.0,2020,117283,0.6,0.17,-0.3,0.4,-0.5,104,106,105,51.717375,-0.456514,506724,203199,0,0,1,8,29,2.0,0.9833333333333333,60
823,Knebworth Primary School,60,110,60,23.0,28.0,9.0,60.0,1722.15,44314.14,57.0,28.0,15.0,10.0,2020,117120,0.8,0.22,1.9,2.5,2.4,106,106,107,51.864255,-0.180349,525393,219973,0,0,2,7,19,2.0,0.95,60
824,St Paul's C of E VA Primary & Nursery School (Hunton Bridge) **,30,91,30,0.0,0.0,0.0,30.0,0.0,0.0,33.0,12.0,24.0,22.0,2020,117417,0.8,0.03,0.1,0.5,-2,107,109,105,51.691861,-0.438812,508008,200388,0,0,3,10,29,2.0,1.1,30
825,Garden City Academy *,30,48,25,0.0,0.0,0.0,25.0,0.0,0.0,23.0,9.0,5.0,11.0,2020,138389,0.73,0.07,4.5,3.2,4.4,103,102,104,51.973492,-0.208135,523181,232074,0,1,3,10,20,2.0,0.7666666666666667,30
826,Lordship Farm Primary School,60,162,60,28.0,21.0,11.0,60.0,1192.86,1479.06,60.0,55.0,39.0,8.0,2020,117330,0.77,0.11,3,-0.6,-1.1,109,108,105,51.963543,-0.223336,522164,230942,0,0,4,9,25,2.0,1.0,60
827,Norton St Nicholas C of E (VA) Primary School **,30,97,30,0.0,0.0,0.0,30.0,0.0,0.0,40.0,26.0,20.0,11.0,2020,117442,0.72,0.17,1.6,-0.9,-0.9,108,106,106,51.99298,-0.210078,522994,234238,0,1,4,8,11,2.0,1.3333333333333333,30
828,St Thomas More Catholic Primary (Letchworth) **,30,67,30,0.0,0.0,0.0,30.0,0.0,0.0,37.0,11.0,6.0,13.0,2020,138354,0.7,0.17,-1.1,0.4,-2.1,106,107,105,51.969944,-0.241757,520881,231623,0,0,5,12,24,1.0,1.2333333333333334,30
829,Stonehill School,30,69,30,15.0,10.0,5.0,30.0,617.16,1067.23,31.0,17.0,16.0,5.0,2020,117345,0.75,0.07,-0.1,0.4,0.1,105,107,106,51.993814,-0.233134,521409,234292,0,1,3,6,14,2.0,1.0333333333333334,30
830,_Little Hadham Primary School,20,41,13,4.0,4.0,5.0,13.0,1517.95,9340.91,11.0,18.0,7.0,5.0,2020,117126,0.9,0.2,1.6,-0.4,3.6,108,113,111,51.883518,0.095185,544302,222625,0,0,0,1,8,2.0,0.55,<30
831,Little Heath Primary School *,30,154,30,0.0,0.0,0.0,30.0,0.0,0.0,30.0,43.0,39.0,42.0,2020,117567,0.73,0.07,3.2,-0.3,0.7,108,107,106,51.705948,-0.175,526202,202377,0,0,4,7,11,2.0,1.0,30
832,Wymondley JMI School,15,42,15,9.0,6.0,0.0,15.0,380.69,0.0,18.0,14.0,7.0,3.0,2020,117177,0.64,0.09,-1.7,-1.8,-2.4,105,105,104,51.934284,-0.238372,521210,227663,0,0,3,8,29,2.0,1.2,<30
833,Bowmansgreen Primary School,60,94,52,15.0,17.0,18.0,52.0,1455.34,7586.75,40.0,34.0,12.0,8.0,2020,117187,0.62,0.1,-2.3,-1.4,-0.6,103,105,104,51.721874,-0.300999,517455,203938,1,2,2,8,25,2.0,0.6666666666666666,60
834,London Colney Primary School,30,47,20,8.0,5.0,6.0,20.0,362.54,2789.56,18.0,12.0,9.0,8.0,2020,117146,0.64,0,-3.3,-2.2,-0.8,102,108,106,51.725985,-0.295531,517822,204404,0,2,3,8,27,2.0,0.6,30
835,St Bernadette RC Nursery and Primary School **,30,76,30,0.0,0.0,0.0,30.0,0.0,0.0,37.0,20.0,10.0,9.0,2020,117489,0.73,0.1,-1.3,1,-2.8,104,102,103,51.719587,-0.300809,517474,203684,1,2,3,7,25,2.0,1.2333333333333334,30
836,Long Marston Voluntary Aided C of E Primary School **,20,22,12,0.0,0.0,0.0,12.0,0.0,0.0,10.0,6.0,4.0,2.0,2020,117459,0.75,0.1,1.4,-1.6,-1.4,108,106,105,51.833099,-0.700592,489634,215741,0,0,0,0,2,2.0,0.5,<30
837,Markyate Village School & Nursery,45,43,33,17.0,11.0,4.0,33.0,808.98,70230.25,31.0,8.0,3.0,1.0,2020,117127,0.77,0.04,1.3,-1.4,-1.3,107,106,105,51.837889,-0.465286,505836,216589,0,0,0,0,2,2.0,0.6888888888888889,31-59
838,St Andrew's C of E Primary and Nursery (Much Hadham) **,30,46,26,0.0,0.0,0.0,26.0,0.0,0.0,25.0,8.0,6.0,7.0,2020,117444,0.78,0.22,1.1,1.5,0.8,107,109,107,51.850755,0.071519,542777,218935,0,0,0,0,5,2.0,0.8333333333333334,30
839,Ponsbourne St Mary's C of E VC Primary School,13,58,15,11.0,3.0,1.0,15.0,1431.48,1633.11,18.0,17.0,10.0,13.0,2020,117396,0.5,0.08,-5.7,-1.3,-1.4,101,106,106,51.729837,-0.118359,530047,205133,0,0,0,2,11,2.0,1.3846153846153846,<30
840,St Mary's Church of England VA Primary (North Mymms) **,30,27,23,0.0,0.0,0.0,23.0,0.0,0.0,17.0,3.0,3.0,4.0,2020,117497,0.5,0,1.2,-2,-0.7,101,100,101,51.735564,-0.221078,522938,205592,0,0,2,6,15,2.0,0.5666666666666667,30
841,Northaw C of E Primary School **,15,35,11,0.0,0.0,0.0,11.0,0.0,0.0,10.0,8.0,8.0,9.0,2020,117569,0.67,0.2,0.8,3,0.6,105,108,106,51.706229,-0.147576,528096,202456,0,0,2,4,11,2.0,0.6666666666666666,<30
842,Eastbury Farm Primary School,45,153,45,13.0,16.0,16.0,45.0,1269.32,1913.85,51.0,31.0,36.0,35.0,2020,117245,0.73,0.17,1.6,2.9,0.7,107,109,106,51.625227,-0.418137,509597,193008,0,0,4,11,26,2.0,1.1333333333333333,31-59
843,Offley Endowed Primary School **,20,23,19,0.0,0.0,0.0,19.0,0.0,0.0,18.0,3.0,1.0,1.0,2020,117445,0.82,0.12,-0.1,1.5,1.5,105,106,107,51.931325,-0.341016,514161,227168,0,0,0,0,7,2.0,0.9,<30
844,How Wood Primary School,30,99,30,13.0,10.0,6.0,30.0,1956.93,7278.09,28.0,37.0,22.0,12.0,2020,117235,0.5,0.07,-4.2,-1.1,-4.9,103,105,102,51.720239,-0.345245,514403,203686,1,1,3,6,29,2.0,0.9333333333333333,30
845,Park Street Church of England Primary School and Nursery **,30,62,17,0.0,0.0,0.0,17.0,0.0,0.0,17.0,17.0,13.0,15.0,2020,117452,0.77,0.08,2.7,-2.1,1.5,108,109,108,51.719753,-0.340998,514698,203639,1,1,3,7,30,2.0,0.5666666666666667,30
846,Pirton School,21,38,21,9.0,11.0,1.0,21.0,616.07,2604.94,24.0,11.0,3.0,0.0,2020,117128,0.5,0.13,-1.6,-1.1,-3.6,105,102,103,51.973729,-0.333229,514588,231896,0,0,0,0,7,2.0,1.1428571428571428,<30
